problem,click_depth,filter_depth,iterative_distance,number_filters,query_frequency,relevant_new_info,number_measures,consideration_time,elapsed_time,number_cells,rqp,iterative_precision,click_per_query,view_area_increase,execution_time,number_aggregations,aggregation_depth,iterative_recall,number_queries,expected_knowledge,log-position,last-position,sequence,score
dibstudent03--2016-09-25--16-20.log-25,-0.4989636035,-0.3753098313,-0.2094252255,-0.488242589,0.2417289295,0.6731859875,-0.1105679236,-0.4051973521,-0.6712136726,0.0175251768,0.1025453239,-1.1869082721,-0.6175567376,1.8361641857,-0.0776565135,1.7007660802,1.1269512348,-1.1503836119,-0.0840046779,0,33,36,dibstudent03--2016-09-25--16-20.log,-0.284894243500733
dibstudent03--2016-09-25--16-20.log-26,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,0.2642498055,0.6731859875,-0.1105679236,-0.3929493627,-0.6687389747,0.0175251768,0.1746746618,0.9372741394,-0.6175567376,-0.1444585767,0.0924660605,1.7007660802,1.1269512348,0.956849521,-0.0349033521,0,33,36,dibstudent03--2016-09-25--16-20.log,0.259641340963361
dibstudent03--2016-09-25--16-20.log-27,3.0342869394,-0.3753098313,0.7812754526,-0.488242589,0.2842730622,-0.0792817142,-0.1105679236,-0.3238960427,-0.665609941,-0.1973795894,0.2468039998,-1.1869082721,2.6472336585,-0.1444585767,-0.0333117667,0.7085619708,-0.3492166184,-1.1503836119,0.0141979737,0,33,36,dibstudent03--2016-09-25--16-20.log,0.568307917247626
dibstudent03--2016-09-25--16-20.log-28,2.7987369032,-0.3753098313,-0.7047755645,-0.488242589,0.2862892529,-0.0792817142,-0.1105679236,-0.4110950909,-0.6568784845,-0.1973795894,0.3189333377,0.9372741394,2.6472336585,-0.1444585767,-0.1530425831,0.7085619708,-0.3492166184,0.956849521,0.0632992995,1,33,36,dibstudent03--2016-09-25--16-20.log,1.19188329586021
dibstudent03--2016-09-25--16-20.log-29,2.563186867,-0.3753098313,-0.7047755645,-0.488242589,0.311329473,-0.0792817142,-0.1105679236,-0.4080330935,-0.6557137669,-0.1973795894,0.3910626757,0.9372741394,2.6472336585,-0.1444585767,-0.1534457171,0.7085619708,-0.3492166184,0.956849521,0.1124006253,1,33,36,dibstudent03--2016-09-25--16-20.log,1.08149555044569
dibstudent03--2016-09-25--16-20.log-3,-0.2634135673,-0.3753098313,-0.2094252255,-0.488242589,0.6402272199,-0.0792817142,-0.1105679236,-0.392481767,-0.9022543978,-0.1973795894,-1.4843001113,-1.1869082721,3.9531498169,0.1617440309,-0.1405454272,0.7085619708,-0.3492166184,-1.1503836119,-1.1642338455,0,33,36,dibstudent03--2016-09-25--16-20.log,-1.11116598589966
dibstudent03--2016-09-25--16-20.log-30,2.3276368308,-0.3753098313,-0.7047755645,-0.488242589,0.3352976145,-0.0792817142,-0.1105679236,-0.3856488369,-0.6542820802,-0.1973795894,0.4631920137,0.9372741394,2.6472336585,-0.1444585767,-0.1530425831,0.7085619708,-0.3492166184,0.956849521,0.1615019511,1,33,36,dibstudent03--2016-09-25--16-20.log,0.972743760243572
dibstudent03--2016-09-25--16-20.log-31,2.0920867946,-0.3753098313,-0.7047755645,-0.488242589,0.3525512542,-0.0792817142,-0.1105679236,-0.3809276291,-0.6508677562,-0.1973795894,0.5353213516,0.9372741394,2.6472336585,-0.1444585767,-0.1405454272,0.7085619708,-0.3492166184,0.956849521,0.2106032769,1,33,36,dibstudent03--2016-09-25--16-20.log,0.862746615541564
dibstudent03--2016-09-25--16-20.log-32,1.8565367584,-0.3753098313,-0.7047755645,-0.488242589,0.3681848431,-0.0792817142,-0.1105679236,-0.0802032865,-0.6470843868,-0.1973795894,0.6074506896,0.9372741394,2.6472336585,-0.1444585767,-0.1530425831,0.7085619708,-0.3492166184,0.956849521,0.2597046027,1,33,36,dibstudent03--2016-09-25--16-20.log,0.77695785191302
dibstudent03--2016-09-25--16-20.log-33,1.6209867222,-0.3753098313,-0.2094252255,-0.488242589,0.3050828372,0.0030721255,-0.1105679236,-0.3361440322,-0.6170673877,-0.2139107252,0.6795800276,-1.1869082721,0.0354013416,-0.0133711165,-0.1091009703,-0.2836421386,-0.8412725695,-1.1503836119,0.3088059285,1,33,36,dibstudent03--2016-09-25--16-20.log,0.0661289440926741
dibstudent03--2016-09-25--16-20.log-34,1.3854366861,-0.3753098313,-0.7047755645,-0.488242589,0.3090652861,0.0030721255,-0.1105679236,-0.4021353548,-0.6093985725,-0.2139107252,0.7517093655,0.9372741394,0.0354013416,-0.1444585767,-0.1530425831,-0.2836421386,-0.8412725695,0.956849521,0.3579072543,1,33,36,dibstudent03--2016-09-25--16-20.log,0.501825132906069
dibstudent03--2016-09-25--16-20.log-35,1.1498866499,-0.3753098313,-0.7047755645,-0.488242589,0.3281311999,0.0030721255,-0.1105679236,-0.394834829,-0.6074355652,-0.2139107252,0.8238387035,0.9372741394,0.0354013416,-0.1444585767,-0.1469955721,-0.2836421386,-0.8412725695,0.956849521,0.4070085801,1,33,36,dibstudent03--2016-09-25--16-20.log,0.391878628720932
dibstudent03--2016-09-25--16-20.log-36,0.9143366137,-0.3753098313,-0.7047755645,-0.488242589,0.3452171414,0.0030721255,-0.1105679236,-0.396237616,-0.6048391609,-0.2139107252,0.8959680414,0.9372741394,0.0354013416,-0.1444585767,-0.1469955721,-0.2836421386,-0.8412725695,0.956849521,0.4561099059,1,33,36,dibstudent03--2016-09-25--16-20.log,0.280984865648924
dibstudent03--2016-09-25--16-20.log-37,0.6787865775,-0.3753098313,-0.7047755645,-0.488242589,0.3617434081,0.0030721255,-0.1105679236,-0.4075654979,-0.6021393715,-0.2139107252,0.9680973794,0.9372741394,0.0354013416,-0.1444585767,-0.0776565135,-0.2836421386,-0.8412725695,0.956849521,0.5052112317,1,33,36,dibstudent03--2016-09-25--16-20.log,0.171302492028409
dibstudent03--2016-09-25--16-20.log-38,0.4432365413,-0.3753098313,-0.7047755645,-0.488242589,0.3813450055,0.0030721255,-0.1105679236,-0.3962526997,-0.6006265472,-0.2139107252,1.0402267174,0.9372741394,0.0354013416,-0.1444585767,-0.1405454272,-0.2836421386,-0.8412725695,0.956849521,0.5543125575,1,33,36,dibstudent03--2016-09-25--16-20.log,0.0596547837092829
dibstudent03--2016-09-25--16-20.log-39,0.2076865051,-0.3753098313,-0.7047755645,-0.488242589,0.3980686099,0.0030721255,-0.1105679236,-0.0288130154,-0.598172788,-0.2139107252,1.1123560553,0.9372741394,0.0354013416,-0.1444585767,-0.1530425831,-0.2836421386,-0.8412725695,0.956849521,0.6034138833,1,33,36,dibstudent03--2016-09-25--16-20.log,-0.0204924629697028
dibstudent03--2016-09-25--16-20.log-4,-0.4989636035,-0.3753098313,-0.7047755645,-0.488242589,0.7903488523,-0.0792817142,-0.1105679236,-0.4037945652,-0.8993713944,-0.1973795894,-1.4121707734,0.9372741394,3.9531498169,-0.1444585767,-0.1215981263,0.7085619708,-0.3492166184,0.956849521,-1.1151325197,0,33,36,dibstudent03--2016-09-25--16-20.log,-0.657198937279654
dibstudent03--2016-09-25--16-20.log-40,-0.0278635311,-0.3753098313,-0.7047755645,-0.488242589,0.3305411506,0.0030721255,-0.1105679236,-0.4037794814,-0.5638410989,-0.2139107252,1.1844853933,0.9372741394,0.0354013416,-0.1444585767,-0.1534457171,-0.2836421386,-0.8412725695,0.956849521,0.6525152091,1,33,36,dibstudent03--2016-09-25--16-20.log,-0.164311686008177
dibstudent03--2016-09-25--16-20.log-41,-0.2634135673,-0.3753098313,-0.7047755645,-0.488242589,0.3475221022,0.0030721255,-0.1105679236,-0.2529421726,-0.5620416756,-0.2139107252,1.2566147313,0.9372741394,0.0354013416,-0.1444585767,-0.1534457171,-0.2836421386,-0.8412725695,0.956849521,0.7016165349,1,33,36,dibstudent03--2016-09-25--16-20.log,-0.262365821266795
dibstudent03--2016-09-25--16-20.log-42,-0.4989636035,-0.3753098313,-0.2094252255,-0.488242589,0.3326090222,-0.0792817142,-0.1105679236,-0.4061476272,-0.5469500754,-0.1973795894,1.3287440692,-1.1869082721,-0.291077698,-0.1444585767,-0.0901536694,0.7085619708,-0.3492166184,-1.1503836119,0.7507178607,1,33,36,dibstudent03--2016-09-25--16-20.log,-0.6135244038063
dibstudent03--2016-09-25--16-20.log-43,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,0.3493122363,-0.0792817142,-0.1105679236,0.0020633817,-0.5453561135,-0.1973795894,1.4008734072,0.9372741394,-0.291077698,-0.1444585767,-0.1534457171,0.7085619708,-0.3492166184,0.956849521,0.7998191865,1,33,36,dibstudent03--2016-09-25--16-20.log,-0.144959545826665
dibstudent03--2016-09-25--16-20.log-44,-0.7345136397,0.2137401158,1.7719761307,1.3005434615,0.2879591823,-0.0792817142,-0.1105679236,1.0496737427,-0.5078338831,-0.1973795894,1.4730027451,0.9372741394,-0.6175567376,-0.1444585767,0.004179701,0.7085619708,-0.3492166184,0.956849521,0.8489205123,1,33,36,dibstudent03--2016-09-25--16-20.log,0.563733395639162
dibstudent03--2016-09-25--16-20.log-45,-0.7345136397,-0.3753098313,2.2673264698,-0.488242589,0.1073863213,-0.026463351,-0.1105679236,-0.3755125698,-0.3797267177,-0.2238294067,1.5451320831,-1.1869082721,-0.6175567376,-0.1444585767,-0.0901536694,-0.2836421386,-0.8412725695,-1.1503836119,0.8980218381,0,33,36,dibstudent03--2016-09-25--16-20.log,-1.4638502039384
dibstudent03--2016-09-25--16-20.log-46,-0.4989636035,-0.3753098313,0.7812754526,-0.488242589,0.1161942854,-0.4281739119,-0.1105679236,-0.3969616351,-0.3752484437,-0.1577048633,1.6172614211,-1.1869082721,-0.6175567376,0.4145541671,-0.0837035244,0.7085619708,0.6348952837,-1.1503836119,0.9471231639,0,33,36,dibstudent03--2016-09-25--16-20.log,-0.618170520036694
dibstudent03--2016-09-25--16-20.log-47,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,0.1266629847,-0.4281739119,-0.1105679236,-0.4242933554,-0.3722633639,-0.1577048633,1.689390759,0.9372741394,-0.6175567376,-0.1444585767,0.0295771469,0.7085619708,0.6348952837,0.956849521,0.9962244897,0,33,36,dibstudent03--2016-09-25--16-20.log,0.0463807066727574
dibstudent03--2016-09-25--16-20.log-5,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,0.9586279814,-0.0792817142,-0.1105679236,-0.1480649918,-0.8974502646,-0.1973795894,-1.3400414354,0.9372741394,3.9531498169,-0.1444585767,-0.1155511153,0.7085619708,-0.3492166184,0.956849521,-1.0660311939,0,33,36,dibstudent03--2016-09-25--16-20.log,-0.743349325456843
dibstudent03--2016-09-25--16-20.log-6,3.0342869394,-0.3753098313,0.7812754526,-0.488242589,0.4448628727,-1.1041023034,-0.1105679236,-0.387775643,-0.873463624,-0.2287887475,-1.2679120974,-1.1869082721,-0.291077698,-0.1291613554,-0.1530425831,-2.2680503574,-1.8253844716,-1.1503836119,-1.0169298681,0,33,36,dibstudent03--2016-09-25--16-20.log,-0.192342632749587
dibstudent03--2016-09-25--16-20.log-7,2.7987369032,-0.3753098313,-0.7047755645,-0.488242589,0.524485218,-0.2570661018,-0.1105679236,-0.4075654979,-0.8702743914,-0.2254825203,-1.1957827595,-0.4788474683,-0.291077698,-0.1139156399,-0.1530425831,-2.2680503574,-1.8253844716,0.956849521,-0.9678285423,0,33,36,dibstudent03--2016-09-25--16-20.log,0.210772043504439
dibstudent03--2016-09-25--16-20.log-8,2.563186867,-0.3753098313,-0.2094252255,-0.488242589,0.6286730829,0.745206027,-0.1105679236,-0.3962526997,-0.868802136,-0.2271356339,-1.1236534215,0.9372741394,3.9531498169,-0.1444585767,-0.1530425831,-1.275846248,-1.3333285205,0.2544384767,-0.9187272165,0,33,36,dibstudent03--2016-09-25--16-20.log,0.229273716110947
dibstudent03--2016-09-25--16-20.log-9,2.3276368308,-0.3753098313,-0.2094252255,-0.488242589,0.7044512217,-0.026463351,-0.1105679236,-0.3262491047,-0.8661847929,-0.2238294067,-1.0515240835,-1.1869082721,5.2590659753,-0.1444585767,-0.1026508254,-0.2836421386,-0.8412725695,-1.1503836119,-0.8696258907,1,33,36,dibstudent03--2016-09-25--16-20.log,-0.201420305504918
dibstudent03--2016-09-25--17-37.log-0,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,5.415163866,1.9586680666,-1.2843878567,-0.2272696626,-0.9285299049,-0.1940733622,-1.4843001113,-0.1248170664,-0.6175567376,0.1308070088,-0.1530425831,-0.2836421386,-0.3492166184,0.956849521,-1.3115378229,0,33,36,dibstudent03--2016-09-25--17-37.log,-0.815894433188581
dibstudent03--2016-09-25--17-37.log-1,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,0.354432276,0.0809596066,-0.1105679236,-0.1473560564,-0.9112318845,-0.1957264758,-1.1957827595,-1.1869082721,-0.6175567376,0.1145438669,-0.0966038144,-0.2836421386,-0.3492166184,-1.1503836119,-1.2624364971,0,33,36,dibstudent03--2016-09-25--17-37.log,-1.18117363424539
dibstudent03--2016-09-25--17-37.log-10,-0.4989636035,-0.3753098313,-0.2094252255,-0.488242589,-0.2416281958,1.5970008705,1.0632520095,0.0859590929,-0.6470843868,-0.0039652998,1.4008734072,-0.0705496325,-0.291077698,-0.1444585767,-0.1215981263,0.7085619708,0.6348952837,0.956849521,-0.8205245649,0,33,36,dibstudent03--2016-09-25--17-37.log,-0.0829686337439627
dibstudent03--2016-09-25--17-37.log-11,-0.7345136397,-0.3753098313,-0.2094252255,-0.488242589,-0.2591881662,1.2770619495,-0.1105679236,-0.4242933554,-0.6027321997,-0.1114176829,1.689390759,0.9372741394,-0.6175567376,-0.1444585767,-0.1340952822,0.7085619708,0.6348952837,-0.0429326223,-0.7714232391,0,33,36,dibstudent03--2016-09-25--17-37.log,-0.288439840520603
dibstudent03--2016-09-25--17-37.log-2,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,0.0192881752,1.9586680666,-1.2843878567,-0.2588399114,-0.887185045,-0.1940733622,-0.9072654076,-1.1869082721,-0.6175567376,-0.1444585767,-0.1534457171,-0.2836421386,-0.3492166184,-1.1503836119,-1.2133351713,0,33,36,dibstudent03--2016-09-25--17-37.log,-1.35308505952966
dibstudent03--2016-09-25--17-37.log-3,-0.2634135673,-0.3753098313,0.2859251136,-0.488242589,0.0102691122,-0.1562741922,-0.1105679236,1.1062377335,-0.8725030591,-0.1940733622,-0.6187480558,-1.1869082721,-0.291077698,0.122879065,-0.0587092126,-0.2836421386,-0.3492166184,-1.1503836119,-1.1642338455,0,33,36,dibstudent03--2016-09-25--17-37.log,-0.914675446228636
dibstudent03--2016-09-25--17-37.log-4,-0.4989636035,-0.3753098313,-0.2094252255,-0.488242589,-0.3403146422,0.1109051035,1.0632520095,-0.1662258038,-0.739386299,-0.1577048633,-0.3302307039,-0.1248170664,-0.291077698,0.1189969342,-0.0587092126,-0.2836421386,-0.3492166184,0.956849521,-1.1151325197,0,33,36,dibstudent03--2016-09-25--17-37.log,-0.527806756599606
dibstudent03--2016-09-25--17-37.log-5,-0.7345136397,-0.3753098313,-0.2094252255,-0.488242589,-0.3253255139,-0.1562741922,-0.1105679236,-0.3022056377,-0.7169347301,-0.1940733622,-0.0417133521,0.9372741394,-0.6175567376,-0.1444585767,-0.1405454272,-0.2836421386,-0.3492166184,-0.0967670454,-1.0660311939,0,33,36,dibstudent03--2016-09-25--17-37.log,-0.703585876401712
dibstudent03--2016-09-25--17-37.log-6,0.4432365413,-0.3753098313,0.2859251136,-0.488242589,-0.3014134814,-0.1510132399,-0.1105679236,-0.3561752268,-0.7057495144,-0.122989478,0.2468039998,-1.1869082721,0.0354013416,0.6019102794,0.0231270019,0.7085619708,0.6348952837,-1.1503836119,-1.0169298681,0,33,36,dibstudent03--2016-09-25--17-37.log,-0.397507040398546
dibstudent03--2016-09-25--17-37.log-7,0.2076865051,-0.3753098313,-0.7047755645,-0.488242589,-0.2739516369,-0.1510132399,-0.1105679236,0.0067695057,-0.6995738934,-0.122989478,0.5353213516,0.9372741394,0.0354013416,-0.1444585767,-0.0776565135,0.7085619708,0.6348952837,0.956849521,-0.9678285423,0,33,36,dibstudent03--2016-09-25--17-37.log,0.191935275320738
dibstudent03--2016-09-25--17-37.log-8,-0.0278635311,-0.3753098313,-0.2094252255,-0.488242589,-0.2831351226,1.5970008705,1.0632520095,-0.4026029504,-0.6619705255,-0.0039652998,0.8238387035,-0.1790845003,0.0354013416,0.6462559053,-0.0966038144,0.7085619708,0.6348952837,0.956849521,-0.9187272165,0,33,36,dibstudent03--2016-09-25--17-37.log,0.0271810511270109
dibstudent03--2016-09-25--17-37.log-9,-0.2634135673,-0.3753098313,-0.2094252255,-0.488242589,-0.2560078428,1.2770619495,-0.1105679236,-0.2767593837,-0.6600075182,-0.1114176829,1.1123560553,0.9372741394,-0.291077698,-0.1444585767,-0.1344984162,0.7085619708,0.6348952837,-0.0429326223,-0.8696258907,0,33,36,dibstudent03--2016-09-25--17-37.log,-0.0619636629525101
dibstudent04--2016-09-20--14-38.log-0,2.3276368308,-0.3753098313,-0.7047755645,-0.488242589,5.415163866,2.566531844,-1.2843878567,-0.2826571224,-0.9284474586,-0.218870066,-1.713124218,-0.1248170664,-0.291077698,-0.0679079248,-0.1276451372,-1.275846248,-0.8412725695,0.956849521,-1.3115378229,1,33,36,dibstudent04--2016-09-20--14-38.log,0.428273198682218
dibstudent04--2016-09-20--14-38.log-1,2.0920867946,-0.3753098313,-0.7047755645,-0.488242589,0.6922597951,1.3383209634,-1.2843878567,-0.3446210889,-0.9159548801,-0.1957264758,-1.6534309728,-0.4788474683,-0.291077698,0.0073615446,-0.0966038144,-1.275846248,-0.8412725695,0.956849521,-1.2624364971,1,33,36,dibstudent04--2016-09-20--14-38.log,0.0553777203030899
dibstudent04--2016-09-20--14-38.log-10,-0.0278635311,-0.3753098313,-0.2094252255,-0.488242589,-0.2398687139,0.2844123196,-1.2843878567,0.1736408205,-0.6486992874,-0.1841546807,-1.1161917659,-0.8834536419,0.3618803812,0.0197269844,-0.1091009703,-0.2836421386,-0.8412725695,0.956849521,-0.8205245649,0,33,36,dibstudent04--2016-09-20--14-38.log,-1.04371944779266
dibstudent04--2016-09-20--14-38.log-11,-0.2634135673,-0.3753098313,-0.2094252255,-0.488242589,-0.2647587446,0.1148759348,-1.2843878567,-0.3081033764,-0.5962909184,0.0373625398,-1.0564985207,-1.1869082721,-0.6175567376,0.8543003564,0.004179701,0.7085619708,-0.3492166184,-1.1503836119,-0.7714232391,0,33,36,dibstudent04--2016-09-20--14-38.log,-1.01702501356115
dibstudent04--2016-09-20--14-38.log-12,-0.4989636035,-0.3753098313,-0.7047755645,-0.488242589,-0.2502842602,0.1148759348,-1.2843878567,-0.2138300584,-0.5861892828,0.0373625398,-0.9968052754,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,0.7085619708,-0.3492166184,0.956849521,-0.7223219133,0,33,36,dibstudent04--2016-09-20--14-38.log,-0.525410547664385
dibstudent04--2016-09-20--14-38.log-13,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,-0.2436677329,0.3188069458,-1.2843878567,-0.2562605934,-0.5679084501,-0.1329081595,-0.9371120302,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,0.7085619708,-0.3492166184,-0.3829345079,-0.6732205875,0,33,36,dibstudent04--2016-09-20--14-38.log,-0.568847114682074
dibstudent04--2016-09-20--14-38.log-14,1.1498866499,-0.3753098313,0.2859251136,-0.488242589,-0.2352871257,0.6352395034,-1.2843878567,-0.4009588238,-0.5525524982,0.196061444,-0.877418785,-1.1869082721,1.3413175001,2.0541164172,0.0799689046,1.7007660802,0.6348952837,-1.1503836119,-0.6241192617,0,33,36,dibstudent04--2016-09-20--14-38.log,-0.291534945673962
dibstudent04--2016-09-20--14-38.log-15,0.9143366137,-0.3753098313,-0.2094252255,-0.488242589,-0.2164044545,0.4008593864,-1.2843878567,0.1151913633,-0.550425907,-0.1312550459,-0.8177255398,-1.1869082721,0.0354013416,-0.1444585767,-0.1280482712,0.7085619708,0.1428393326,-1.1503836119,-0.5750179359,0,33,36,dibstudent04--2016-09-20--14-38.log,-0.205253951012421
dibstudent04--2016-09-20--14-38.log-16,0.6787865775,-0.3753098313,-0.7047755645,-0.488242589,-0.234422163,0.4008593864,-1.2843878567,-0.3901136213,-0.5036003307,-0.1312550459,-0.7580322946,0.9372741394,0.0354013416,-0.1444585767,-0.1534457171,0.7085619708,0.1428393326,0.956849521,-0.5259166101,0,33,36,dibstudent04--2016-09-20--14-38.log,0.187706628134739
dibstudent04--2016-09-20--14-38.log-17,0.4432365413,-0.3753098313,-0.7047755645,-0.488242589,-0.2183678209,0.4008593864,-1.2843878567,-0.398364422,-0.5006152509,-0.1312550459,-0.6983390494,0.9372741394,0.0354013416,-0.1444585767,-0.1534457171,0.7085619708,0.1428393326,0.956849521,-0.4768152843,0,33,36,dibstudent04--2016-09-20--14-38.log,0.076927858549324
dibstudent04--2016-09-20--14-38.log-18,0.2076865051,-0.3753098313,-0.2094252255,-0.488242589,-0.2019645507,0.7332472647,-1.2843878567,0.0970305513,-0.4983447058,-0.2139107252,-0.6386458042,-1.1869082721,0.3618803812,-0.0596408839,-0.1530425831,-0.2836421386,-0.3492166184,-1.1503836119,-0.4277139585,0,33,36,dibstudent04--2016-09-20--14-38.log,-0.817290466358297
dibstudent04--2016-09-20--14-38.log-19,-0.0278635311,-0.3753098313,-0.7047755645,-0.488242589,-0.2183494546,0.7332472647,-1.2843878567,-0.1912044621,-0.4530934614,-0.2139107252,-0.578952559,0.9372741394,0.3618803812,-0.1444585767,-0.1530425831,-0.2836421386,-0.3492166184,0.956849521,-0.3786126327,0,33,36,dibstudent04--2016-09-20--14-38.log,-0.400855190711077
dibstudent04--2016-09-20--14-38.log-2,1.8565367584,-0.3753098313,-0.2094252255,-0.488242589,0.6520375769,1.6052040274,-1.2843878567,-0.1018786078,-0.909022847,-0.2072982709,-1.5937377275,0.9372741394,-0.291077698,-0.1444585767,-0.1534457171,-0.2836421386,-0.3492166184,0.2544384767,-1.2133351713,1,33,36,dibstudent04--2016-09-20--14-38.log,0.473073524304033
dibstudent04--2016-09-20--14-38.log-20,-0.2634135673,-0.3753098313,-0.2094252255,-0.488242589,-0.2160130162,0.4008593864,-1.2843878567,-0.3764477611,-0.4328496214,-0.1312550459,-0.5192593138,-1.1869082721,-0.6175567376,-0.1444585767,-0.1530425831,0.7085619708,0.1428393326,-1.1503836119,-0.3295113069,1,33,36,dibstudent04--2016-09-20--14-38.log,-0.733577494908323
dibstudent04--2016-09-20--14-38.log-21,-0.4989636035,-0.3753098313,-0.7047755645,-0.488242589,-0.2031773353,0.4008593864,-1.2843878567,-0.4007325678,-0.4286579465,-0.1312550459,-0.4595660685,0.9372741394,-0.6175567376,-0.1444585767,-0.1469955721,0.7085619708,0.1428393326,0.956849521,-0.2804099811,1,33,36,dibstudent04--2016-09-20--14-38.log,-0.298796613072141
dibstudent04--2016-09-20--14-38.log-22,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,-0.1890469822,0.4008593864,-1.2843878567,-0.1744766046,-0.4265928628,-0.1312550459,-0.3998728233,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,0.7085619708,0.1428393326,0.956849521,-0.2313086553,1,33,36,dibstudent04--2016-09-20--14-38.log,-0.390008450442788
dibstudent04--2016-09-20--14-38.log-23,-0.0278635311,-0.1396898524,0.2859251136,0.2272718312,-0.1890705141,0.6985398654,-1.2843878567,0.6874228618,-0.4047341221,-0.1973795894,-0.3401795781,0.9372741394,-0.6175567376,-0.1444585767,-0.1026508254,0.7085619708,0.1428393326,-0.4479725676,-0.1822073295,1,33,36,dibstudent04--2016-09-20--14-38.log,0.303410100600192
dibstudent04--2016-09-20--14-38.log-24,-0.2634135673,-0.1396898524,-0.7047755645,0.2272718312,-0.2320891853,0.6985398654,-1.2843878567,-0.4000236324,-0.308260165,-0.1973795894,-0.2804863329,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,0.7085619708,0.1428393326,0.956849521,-0.1331060037,1,33,36,dibstudent04--2016-09-20--14-38.log,0.309701506138411
dibstudent04--2016-09-20--14-38.log-25,-0.4989636035,-0.1396898524,-0.7047755645,0.2272718312,-0.2206286933,0.6985398654,-1.2843878567,-0.2135887187,-0.3061335738,-0.1973795894,-0.2207930877,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,0.7085619708,0.1428393326,0.956849521,-0.0840046779,1,33,36,dibstudent04--2016-09-20--14-38.log,0.215258590663798
dibstudent04--2016-09-20--14-38.log-26,-0.7345136397,-0.1396898524,-0.7047755645,0.2272718312,-0.2177605438,0.6985398654,-1.2843878567,0.1550124128,-0.287833111,-0.1973795894,-0.1610998425,0.9372741394,-0.6175567376,-0.1444585767,-0.1534457171,0.7085619708,0.1428393326,0.956849521,-0.0349033521,1,33,36,dibstudent04--2016-09-20--14-38.log,0.136123341935808
dibstudent04--2016-09-20--14-38.log-27,-0.7345136397,-0.1396898524,0.7812754526,0.2272718312,-0.230552796,0.4552817849,-1.2843878567,-0.3950761687,-0.2372032265,0.0224845175,-0.1014065973,-1.1869082721,-0.6175567376,1.0666248391,-0.0458089226,1.7007660802,1.6190071858,-1.1503836119,0.0141979737,0,33,36,dibstudent04--2016-09-20--14-38.log,-0.302030120570785
dibstudent04--2016-09-20--14-38.log-28,-0.0278635311,-0.3753098313,0.7812754526,-0.488242589,-0.220645847,0.033031986,-1.2843878567,-0.1612632563,-0.2342796543,-0.0485993667,-0.0417133521,-1.1869082721,1.6677965397,0.6863805138,-0.0397619117,0.7085619708,1.1269512348,-1.1503836119,0.0632992995,0,33,36,dibstudent04--2016-09-20--14-38.log,-0.866807731365476
dibstudent04--2016-09-20--14-38.log-29,-0.2634135673,-0.3753098313,-0.7047755645,-0.488242589,-0.2201458914,0.033031986,-1.2843878567,-0.2885397775,-0.21143941,-0.0485993667,0.0179798931,0.9372741394,1.6677965397,-0.1444585767,-0.1534457171,0.7085619708,1.1269512348,0.956849521,0.1124006253,0,33,36,dibstudent04--2016-09-20--14-38.log,-0.202728574056114
dibstudent04--2016-09-20--14-38.log-3,1.6209867222,-0.3753098313,-0.2094252255,-0.488242589,0.1101665852,0.7391864588,-1.2843878567,-0.2435299245,-0.8810290541,-0.1973795894,-1.5340444823,0.3000194159,0.0354013416,-0.0796253266,-0.1530425831,-0.2836421386,-0.8412725695,0.956849521,-1.1642338455,1,33,36,dibstudent04--2016-09-20--14-38.log,0.0114175980584869
dibstudent04--2016-09-20--14-38.log-30,-0.4989636035,-0.3753098313,-0.2094252255,-0.488242589,-0.2147816677,0.1989912331,-1.2843878567,-0.3328557788,-0.1995174123,-0.1395206139,0.0776731383,-1.1869082721,2.3207546189,0.2616617927,-0.1151479813,-0.2836421386,0.6348952837,-1.1503836119,0.1615019511,0,33,36,dibstudent04--2016-09-20--14-38.log,-1.19877919868967
dibstudent04--2016-09-20--14-38.log-31,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,-0.2077759773,0.1989912331,-1.2843878567,1.7003858929,-0.1915633067,-0.1395206139,0.1373663836,0.9372741394,2.3207546189,-0.1444585767,-0.1530425831,-0.2836421386,0.6348952837,0.956849521,0.2106032769,0,33,36,dibstudent04--2016-09-20--14-38.log,-0.57077594964789
dibstudent04--2016-09-20--14-38.log-32,-0.4989636035,-0.3753098313,0.7812754526,-0.488242589,-0.2672911136,-0.0775409232,-1.2843878567,-0.0085555648,-0.0065498681,1.1317237336,0.1970596288,-1.1869082721,0.3618803812,4.41190342,0.0485244478,0.7085619708,2.1110631369,-1.1503836119,0.2597046027,0,33,36,dibstudent04--2016-09-20--14-38.log,-1.38318417610523
