problem,click_depth,filter_depth,iterative_distance,number_filters,query_frequency,relevant_new_info,number_measures,consideration_time,elapsed_time,number_cells,rqp,iterative_precision,click_per_query,view_area_increase,execution_time,number_aggregations,aggregation_depth,iterative_recall,number_queries,expected_knowledge,log-position,last-position,sequence,score
dibstudent04--2016-09-25--21-46.log-68,1.1498866499,-0.3753098313,1.2766257917,-0.488242589,-0.3987242722,-0.816787553,-0.1105679236,1.0371844135,2.7134885883,2.4690926245,0.7156446965,-1.1869082721,0.0354013416,0.4890576883,0.3948166069,-0.2836421386,0.6348952837,-1.1503836119,2.0273523315,1,33,36,dibstudent04--2016-09-25--21-46.log,-0.843061328837467
dibstudent04--2016-09-25--21-46.log-69,0.9143366137,-0.3753098313,-0.7047755645,-0.488242589,-0.401645148,-0.816787553,-0.1105679236,-0.3135184358,2.8407568953,2.4690926245,0.7517093655,0.9372741394,0.0354013416,-0.1444585767,-0.0147675999,-0.2836421386,0.6348952837,0.956849521,2.0764536573,1,33,36,dibstudent04--2016-09-25--21-46.log,-0.199847671904023
dibstudent04--2016-09-25--21-46.log-7,-0.2634135673,-0.2574998419,-0.2094252255,-0.1304853789,-0.0208928539,0.8566692747,-0.1105679236,-0.3578344372,-0.8098098404,-0.1676235448,-1.4843001113,0.9372741394,-0.291077698,-0.1444585767,-0.1280482712,-0.2836421386,0.1428393326,-0.7616707039,-0.9678285423,1,33,36,dibstudent04--2016-09-25--21-46.log,-0.0289411166485418
dibstudent04--2016-09-25--21-46.log-70,0.6787865775,-0.2574998419,-0.2094252255,-0.1304853789,-0.3999617472,-0.8315981151,-0.1105679236,-0.276518044,2.850694947,0.1977145576,0.7877740345,0.9372741394,0.0354013416,-0.1444585767,-0.0587092126,-0.2836421386,0.6348952837,-0.8161684365,2.1255549831,1,33,36,dibstudent04--2016-09-25--21-46.log,0.690542062514407
dibstudent04--2016-09-25--21-46.log-71,0.4432365413,-0.2574998419,-0.7047755645,-0.1304853789,-0.3984126647,-0.8315981151,-0.1105679236,0.3824449071,2.8638431699,0.1977145576,0.8238387035,0.9372741394,0.0354013416,-0.1444585767,-0.0587092126,-0.2836421386,0.6348952837,0.956849521,2.1746563089,1,33,36,dibstudent04--2016-09-25--21-46.log,0.750955926851056
dibstudent04--2016-09-25--21-46.log-72,0.2076865051,0.2137401158,-0.2094252255,0.2272718312,-0.3990777165,-1.1041023034,-0.1105679236,-0.2343288487,2.9338570972,-0.2287887475,0.8599033725,0.9372741394,0.0354013416,-0.1444585767,-0.1530425831,-0.2836421386,0.6348952837,-1.1422475766,2.2237576347,1,33,36,dibstudent04--2016-09-25--21-46.log,0.88808495692633
dibstudent04--2016-09-25--21-46.log-73,-0.0278635311,0.2137401158,-0.2094252255,0.2272718312,-0.3976952457,3.0710252964,1.0632520095,0.7373801785,2.9504000141,-0.2271356339,0.8959680414,-0.1248170664,-0.291077698,-0.1438747096,-0.1405454272,-0.2836421386,0.6348952837,0.956849521,2.2728589605,1,33,36,dibstudent04--2016-09-25--21-46.log,1.26814258974178
dibstudent04--2016-09-25--21-46.log-74,-0.2634135673,0.2137401158,-0.7047755645,0.2272718312,-0.399507262,3.0710252964,1.0632520095,-0.3182396436,3.0512697988,-0.2271356339,0.9320327104,0.9372741394,-0.291077698,-0.1444585767,-0.1340952822,-0.2836421386,0.6348952837,0.956849521,2.3219602863,1,33,36,dibstudent04--2016-09-25--21-46.log,1.38540396289068
dibstudent04--2016-09-25--21-46.log-75,-0.4989636035,-0.2574998419,-0.2094252255,-0.1304853789,-0.3988813099,-0.4540478741,1.0632520095,1.7899530869,3.0872373274,0.6258709763,0.9680973794,-1.1787067956,0.0354013416,0.0049387027,8.0858082372,-0.2836421386,0.6348952837,0.956849521,2.3710616121,1,33,36,dibstudent04--2016-09-25--21-46.log,0.285540103639722
dibstudent04--2016-09-25--21-46.log-76,-0.7345136397,0.2137401158,-0.2094252255,0.2272718312,-0.4037689388,3.8141433638,1.0632520095,-0.2494276633,3.2793673218,-0.2271356339,1.0041620484,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,-0.2836421386,0.6348952837,-1.1422475766,2.4201629379,1,33,36,dibstudent04--2016-09-25--21-46.log,1.14092465885815
dibstudent04--2016-09-25--21-46.log-77,-0.7345136397,0.2137401158,1.2766257917,0.2272718312,-0.4024399657,3.8141433638,1.0632520095,-0.348874701,3.2947023349,-0.2271356339,1.0402267174,-1.1869082721,-0.6175567376,-0.1433005322,-0.1091009703,0.7085619708,2.6031190879,-1.1503836119,2.4692642637,1,33,36,dibstudent04--2016-09-25--21-46.log,1.03011528197574
dibstudent04--2016-09-25--21-46.log-78,-0.7345136397,0.2137401158,1.2766257917,0.2272718312,-0.4008190861,3.8141433638,1.0632520095,3.1906132529,3.3012666313,-0.2271356339,1.0762913863,-1.1869082721,-0.6175567376,-0.1444585767,-0.1530425831,-0.2836421386,0.6348952837,-1.1503836119,2.5183655895,1,33,36,dibstudent04--2016-09-25--21-46.log,0.716148557655918
dibstudent04--2016-09-25--21-46.log-79,-0.7345136397,-0.3753098313,2.7626768088,-0.488242589,-0.4091611875,-0.8110726777,-0.1105679236,1.8330774735,3.614918556,-0.2205231796,1.1123560553,-1.1869082721,-0.291077698,-0.1444585767,-0.1530425831,-1.275846248,-1.3333285205,-1.1503836119,2.5674669153,0,33,36,dibstudent04--2016-09-25--21-46.log,-1.42713836408524
dibstudent04--2016-09-25--21-46.log-8,-0.4989636035,-0.2574998419,-0.7047755645,-0.1304853789,0.0173318536,0.8566692747,-0.1105679236,0.1260214821,-0.8040228949,-0.1676235448,-1.4482354423,0.9372741394,-0.291077698,-0.1444585767,-0.1530425831,-0.2836421386,0.1428393326,0.956849521,-0.9187272165,1,33,36,dibstudent04--2016-09-25--21-46.log,0.016157680284989
dibstudent04--2016-09-25--21-46.log-80,-0.4989636035,-0.3753098313,0.7812754526,-0.488242589,-0.413198809,-0.421018607,-0.1105679236,-0.3877605592,3.8110151339,0.1018339697,1.1484207243,-1.1869082721,-0.6175567376,-0.028816939,-0.0837035244,-0.2836421386,0.1428393326,-1.1503836119,2.6165682411,0,33,36,dibstudent04--2016-09-25--21-46.log,-0.654361496532645
dibstudent04--2016-09-25--21-46.log-81,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,-0.4116510098,-0.421018607,-0.1105679236,0.0192739186,3.8144700267,0.1018339697,1.1844853933,0.9372741394,-0.6175567376,-0.1444585767,-0.0716095026,-0.2836421386,0.1428393326,0.956849521,2.6656695669,0,33,36,dibstudent04--2016-09-25--21-46.log,0.0228235901720902
dibstudent04--2016-09-25--21-46.log-82,-0.4989636035,-0.3753098313,0.7812754526,-0.488242589,-0.4111054978,-0.8110726777,-0.1105679236,-0.3125832445,3.8529737607,-0.2205231796,1.2205500623,-1.1869082721,-0.291077698,-0.1444585767,-0.1534457171,-1.275846248,-1.3333285205,-1.1503836119,2.7147708927,0,33,36,dibstudent04--2016-09-25--21-46.log,-1.07371966753857
dibstudent04--2016-09-25--21-46.log-83,-0.7345136397,-0.2574998419,-0.2094252255,-0.1304853789,-0.409751675,-1.1041023034,-0.1105679236,-0.2868956508,3.8626867208,-0.2287887475,1.2566147313,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,-1.275846248,-1.3333285205,-0.7991780897,2.7638722185,1,33,36,dibstudent04--2016-09-25--21-46.log,-0.317541622682569
dibstudent04--2016-09-25--21-46.log-84,0.2076865051,-0.2574998419,0.2859251136,-0.1304853789,-0.4084779926,-0.8315981151,-0.1105679236,2.1173152983,3.8749960853,0.1977145576,1.2926794002,-1.1869082721,-0.291077698,0.0033383807,-0.0397619117,-0.2836421386,-0.3492166184,-1.1503836119,2.8129735443,1,33,36,dibstudent04--2016-09-25--21-46.log,0.0398809892248392
dibstudent04--2016-09-25--21-46.log-85,-0.0278635311,-0.2574998419,-0.7047755645,-0.1304853789,-0.4129850939,-0.8315981151,-0.1105679236,-0.4129805573,4.0955281781,0.1977145576,1.3287440692,0.9372741394,-0.291077698,-0.1444585767,-0.1530425831,-0.2836421386,-0.3492166184,0.956849521,2.8620748701,1,33,36,dibstudent04--2016-09-25--21-46.log,0.369137160667368
dibstudent04--2016-09-25--21-46.log-86,-0.2634135673,-0.2574998419,-0.7047755645,-0.1304853789,-0.4114591426,-0.8315981151,-0.1105679236,-0.2715705802,4.0965306205,0.1977145576,1.3648087382,0.9372741394,-0.291077698,-0.1444585767,-0.1530425831,-0.2836421386,-0.3492166184,0.956849521,2.9111761959,1,33,36,dibstudent04--2016-09-25--21-46.log,0.272047128120442
dibstudent04--2016-09-25--21-46.log-87,-0.4989636035,-0.021879863,-0.2094252255,0.2272718312,-0.4102680624,-1.1041023034,-0.1105679236,-0.1332226006,4.1098620575,-0.2287887475,1.4008734072,0.9372741394,-0.291077698,-0.1444585767,-0.1344984162,-0.2836421386,-0.3492166184,-1.1422475766,2.9602775217,1,33,36,dibstudent04--2016-09-25--21-46.log,0.441307036749923
dibstudent04--2016-09-25--21-46.log-88,-0.7345136397,-0.021879863,-0.2094252255,0.2272718312,-0.4094079858,3.8141433638,1.0632520095,1.3098681004,4.1351560609,-0.2271356339,1.4369380762,-0.1248170664,-0.6175567376,-0.1438879501,-0.1469955721,-0.2836421386,-0.3492166184,0.956849521,3.0093788475,1,33,36,dibstudent04--2016-09-25--21-46.log,0.911194972039222
dibstudent04--2016-09-25--21-46.log-89,0.4432365413,-0.021879863,1.2766257917,0.2272718312,-0.411870634,3.8141433638,1.0632520095,1.1958049275,4.2856938566,-0.2271356339,1.4730027451,-1.1869082721,0.6883594209,-0.1433173952,-0.1344984162,0.7085619708,1.6190071858,-1.1503836119,3.0584801733,1,33,36,dibstudent04--2016-09-25--21-46.log,1.44526439831066
dibstudent04--2016-09-25--21-46.log-9,-0.7345136397,0.0959301264,-0.2094252255,0.2272718312,-0.0939239422,-1.1041023034,-0.1105679236,-0.188127381,-0.7561752461,-0.2287887475,-1.4121707734,0.9372741394,-0.6175567376,-0.1444585767,-0.1280482712,-0.2836421386,0.1428393326,-1.0949301084,-0.8696258907,1,33,36,dibstudent04--2016-09-25--21-46.log,-0.0637948771906406
dibstudent04--2016-09-25--21-46.log-90,0.2076865051,-0.021879863,-0.7047755645,0.2272718312,-0.4139494999,3.8141433638,1.0632520095,-0.3137597755,4.4262949092,-0.2271356339,1.5090674141,0.9372741394,0.6883594209,-0.1444585767,-0.1469955721,0.7085619708,1.6190071858,0.956849521,3.1075814991,1,33,36,dibstudent04--2016-09-25--21-46.log,2.05429518993476
dibstudent04--2016-09-25--21-46.log-91,-0.0278635311,0.2137401158,-0.2094252255,0.5850290413,-0.4127342017,3.8141433638,1.0632520095,-0.3769304405,4.4359673005,-0.2271356339,1.5451320831,0.9372741394,-0.291077698,-0.1444585767,-0.1340952822,0.7085619708,1.6190071858,0.956849521,3.1566828249,1,33,36,dibstudent04--2016-09-25--21-46.log,2.1712573999125
dibstudent04--2016-09-25--21-46.log-92,-0.2634135673,0.2137401158,-0.7047755645,0.5850290413,-0.4113839015,3.8141433638,1.0632520095,-0.3726768284,4.4400974679,-0.2271356339,1.5811967521,0.9372741394,-0.291077698,-0.1444585767,-0.1530425831,0.7085619708,1.6190071858,0.956849521,3.2057841507,1,33,36,dibstudent04--2016-09-25--21-46.log,2.16140983657188
dibstudent04--2016-09-25--21-46.log-93,-0.4989636035,0.2137401158,-0.7047755645,0.5850290413,-0.4100455512,3.8141433638,1.0632520095,-0.2939548369,4.4446163107,-0.2271356339,1.6172614211,0.9372741394,-0.291077698,-0.1444585767,-0.1469955721,0.7085619708,1.6190071858,0.956849521,3.2548854765,1,33,36,dibstudent04--2016-09-25--21-46.log,2.0592297369488
dibstudent04--2016-09-25--21-46.log-94,-0.7345136397,0.4493600946,-0.2094252255,0.9427862514,-0.4088858461,3.8141433638,1.0632520095,-0.2781772544,4.4560266179,-0.2271356339,1.65332609,0.9372741394,-0.6175567376,-0.1444585767,-0.1280482712,0.7085619708,1.6190071858,0.956849521,3.3039868023,1,33,36,dibstudent04--2016-09-25--21-46.log,2.11790931254636
dibstudent04--2016-09-25--21-46.log-95,-0.7345136397,-0.2574998419,0.7812754526,-0.1304853789,-0.407784651,-0.4591980879,1.0632520095,-0.4242933554,4.4695216388,5.0231531145,1.689390759,-1.1855714676,-0.6175567376,1.5031622143,0.0924660605,0.7085619708,1.6190071858,0.956849521,3.3530881281,0,33,36,dibstudent04--2016-09-25--21-46.log,-1.65801142237478
dibstudent05--2016-09-26--08-16.log-0,-0.4989636035,-0.1665326348,-0.7047755645,-0.1304853789,5.415163866,-0.6240669028,-1.2843878567,-0.3191748349,-0.9281215994,-0.1940733622,-1.5804725619,-0.1248170664,0.0354013416,-0.1330527615,-0.0272647558,0.7085619708,0.7906091923,0.956849521,-1.3115378229,1,33,36,dibstudent05--2016-09-26--08-16.log,-0.259816899965872
dibstudent05--2016-09-26--08-16.log-1,-0.7345136397,0.1466331598,-0.2094252255,0.2272718312,1.0839038411,-0.7205295309,-1.2843878567,-0.1294667516,-0.9189805287,-0.2271356339,-1.3881276607,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,0.7085619708,0.7906091923,-0.9588169634,-1.2624364971,1,33,36,dibstudent05--2016-09-26--08-16.log,-0.031293388251939
dibstudent05--2016-09-26--08-16.log-10,0.9143366137,0.251021758,-0.7047755645,0.5850290413,0.0924780437,-0.4488053089,-1.2843878567,-0.3693734913,-0.7942484271,-0.2271356339,0.3429764504,0.9372741394,0.0354013416,-0.1444585767,-0.1026508254,2.6929701896,2.0986060242,0.956849521,-0.8205245649,1,33,36,dibstudent05--2016-09-26--08-16.log,1.66778473777091
dibstudent05--2016-09-26--08-16.log-11,0.6787865775,0.251021758,-0.7047755645,0.5850290413,0.1259953244,-0.4488053089,-1.2843878567,-0.3637170922,-0.7893409089,-0.2271356339,0.5353213516,0.9372741394,0.0354013416,-0.1444585767,-0.1155511153,2.6929701896,2.0986060242,0.956849521,-0.7714232391,1,33,36,dibstudent05--2016-09-26--08-16.log,1.55056982750018
dibstudent05--2016-09-26--08-16.log-12,0.4432365413,0.251021758,-0.7047755645,0.5850290413,0.1554387423,-0.4488053089,-1.2843878567,-0.3630081569,-0.7840656539,-0.2271356339,0.7276662529,0.9372741394,0.0354013416,-0.1444585767,-0.1534457171,2.6929701896,2.0986060242,0.956849521,-0.7223219133,1,33,36,dibstudent05--2016-09-26--08-16.log,1.43212045175206
dibstudent05--2016-09-26--08-16.log-13,0.2076865051,0.251021758,-0.7047755645,0.5850290413,0.1815100518,-0.4488053089,-1.2843878567,-0.3455864477,-0.77852343,-0.2271356339,0.9200111541,0.9372741394,0.0354013416,-0.1444585767,-0.0901536694,2.6929701896,2.0986060242,0.956849521,-0.6732205875,1,33,36,dibstudent05--2016-09-26--08-16.log,1.31802371893714
dibstudent05--2016-09-26--08-16.log-14,-0.0278635311,0.251021758,-0.7047755645,0.5850290413,0.1994546797,-0.4488053089,-1.2843878567,-0.3104564385,-0.7716738431,-0.2271356339,1.1123560553,0.9372741394,0.0354013416,-0.1444585767,-0.1530425831,2.6929701896,2.0986060242,0.956849521,-0.6241192617,1,33,36,dibstudent05--2016-09-26--08-16.log,1.20152935688449
dibstudent05--2016-09-26--08-16.log-15,-0.2634135673,0.251021758,-0.7047755645,0.5850290413,0.2005921199,-0.4488053089,-1.2843878567,-0.3804600335,-0.7614701311,-0.2271356339,1.3047009566,-1.1869082721,0.0354013416,-0.1434218622,-0.0587092126,2.6929701896,2.0986060242,-1.1503836119,-0.5750179359,1,33,36,dibstudent05--2016-09-26--08-16.log,0.633056954797887
dibstudent05--2016-09-26--08-16.log-16,-0.4989636035,0.251021758,-0.2094252255,0.5850290413,0.2285052483,-0.4738761811,-1.2843878567,-0.2758241924,-0.7574211014,-0.2254825203,1.4970458578,-1.1869082721,-0.6175567376,-0.1429036382,-0.0837035244,3.685174299,2.5346049682,-1.1503836119,-0.5259166101,1,33,36,dibstudent05--2016-09-26--08-16.log,0.772492566417606
dibstudent05--2016-09-26--08-16.log-17,-0.7345136397,0.251021758,-0.7047755645,0.5850290413,0.2157171118,-0.4738761811,-1.2843878567,-0.4242933554,-0.744314756,-0.2254825203,1.689390759,0.9372741394,-0.6175567376,-0.1444585767,-0.0901536694,3.685174299,2.5346049682,0.956849521,-0.4768152843,1,33,36,dibstudent05--2016-09-26--08-16.log,1.18850635685822
dibstudent05--2016-09-26--08-16.log-2,-0.0278635311,0.1466331598,0.2859251136,0.2272718312,0.1128236532,-0.7205295309,-1.2843878567,-0.3632494966,-0.8930531282,-0.2271356339,-1.1957827595,-1.1869082721,-0.291077698,-0.1434217437,-0.0522590676,1.7007660802,1.6626070802,-1.1503836119,-1.2133351713,1,33,36,dibstudent05--2016-09-26--08-16.log,0.0945698820968956
dibstudent05--2016-09-26--08-16.log-3,-0.2634135673,0.1466331598,-0.7047755645,0.2272718312,0.2158064607,-0.7205295309,-1.2843878567,-0.3380294985,-0.8876142893,-0.2271356339,-1.0034378582,0.9372741394,-0.291077698,-0.1444585767,-0.1155511153,1.7007660802,1.6626070802,0.956849521,-1.1642338455,1,33,36,dibstudent05--2016-09-26--08-16.log,0.625032644575279
dibstudent05--2016-09-26--08-16.log-4,-0.4989636035,0.1466331598,-0.7047755645,0.2272718312,0.258751996,-0.7205295309,-1.2843878567,-0.3795248422,-0.880109058,-0.2271356339,-0.811092957,0.9372741394,-0.291077698,-0.1444585767,-0.1530425831,1.7007660802,1.6626070802,0.956849521,-1.1151325197,1,33,36,dibstudent05--2016-09-26--08-16.log,0.503305251052169
dibstudent05--2016-09-26--08-16.log-5,-0.7345136397,0.1466331598,-0.7047755645,0.2272718312,0.3477200719,-0.7205295309,-1.2843878567,-0.3910638963,-0.8762039822,-0.2271356339,-0.6187480558,0.9372741394,-0.291077698,-0.1444585767,-0.1530425831,1.7007660802,1.6626070802,0.956849521,-1.0660311939,1,33,36,dibstudent05--2016-09-26--08-16.log,0.386068007890184
dibstudent05--2016-09-26--08-16.log-6,-0.7345136397,0.1466331598,0.2859251136,0.2272718312,0.4382886492,-0.7205295309,-1.2843878567,-0.3750298904,-0.8730958873,-0.2271356339,-0.4264031545,0.9372741394,-0.6175567376,-0.1444585767,-0.0901536694,0.7085619708,0.7906091923,0.956849521,-1.0169298681,1,33,36,dibstudent05--2016-09-26--08-16.log,-0.157501827343586
dibstudent05--2016-09-26--08-16.log-7,1.6209867222,0.1466331598,0.2859251136,0.2272718312,0.4948782299,-0.7205295309,-1.2843878567,-0.0066700985,-0.8686176133,-0.2271356339,-0.2340582533,0.9372741394,-0.291077698,-0.1444585767,-0.0966038144,1.7007660802,1.6626070802,0.956849521,-0.9678285423,1,33,36,dibstudent05--2016-09-26--08-16.log,1.37627055899357
dibstudent05--2016-09-26--08-16.log-8,1.3854366861,0.251021758,-0.2094252255,0.5850290413,0.1814585446,-0.4488053089,-1.2843878567,-0.2956140473,-0.8320978254,-0.2271356339,-0.0417133521,-1.1869082721,1.6677965397,-0.143421803,-0.0712063685,1.7007660802,1.6626070802,-1.1503836119,-0.9187272165,1,33,36,dibstudent05--2016-09-26--08-16.log,0.917266787806608
dibstudent05--2016-09-26--08-16.log-9,1.1498866499,0.251021758,-0.2094252255,0.5850290413,0.1767792763,-0.4488053089,-1.2843878567,-0.1216835465,-0.8206875182,-0.2271356339,0.1506315492,0.9372741394,0.0354013416,-0.1444585767,-0.0837035244,2.6929701896,2.0986060242,0.956849521,-0.8696258907,1,33,36,dibstudent05--2016-09-26--08-16.log,1.70928654359426
dibstudent06--2016-09-25--21-45.log-0,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,5.415163866,-1.1041023034,-0.1105679236,-0.1377024687,-0.9285508437,-0.2287887475,-1.7300741518,-0.1248170664,-0.291077698,-0.1444585767,-0.1594927281,-2.2680503574,-1.8253844716,0.956849521,-1.3115378229,0,33,36,dibstudent06--2016-09-25--21-45.log,-1.42247535396071
dibstudent06--2016-09-25--21-45.log-1,-0.4989636035,-0.3753098313,0.2859251136,-0.488242589,0.0799902788,-1.1041023034,-0.1105679236,-0.186724594,-0.9036455156,-0.2287887475,-1.6873308404,-1.1869082721,-0.291077698,-0.1439574026,-0.1469955721,-2.2680503574,-1.8253844716,-1.1503836119,-1.2624364971,0,33,36,dibstudent06--2016-09-25--21-45.log,-1.83646837069458
dibstudent06--2016-09-25--21-45.log-10,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.4188448914,1.186494359,-1.2843878567,0.1349812182,-0.2564459328,-0.2205231796,-1.3026410379,-1.1869082721,-0.6175567376,-0.1414644347,-0.1026508254,-0.2836421386,-0.3492166184,-1.1503836119,-0.8205245649,0,33,36,dibstudent06--2016-09-25--21-45.log,-1.27294956244352
dibstudent06--2016-09-25--21-45.log-11,-0.7345136397,-0.3753098313,3.2580271479,-0.488242589,-0.416638423,-1.1041023034,-0.1105679236,-0.2635611191,-0.2077999944,-0.2287887475,-1.2598977266,-1.1869082721,-0.6175567376,-0.1439595668,-0.1215981263,-1.275846248,-0.3492166184,-1.1503836119,-0.7714232391,0,33,36,dibstudent06--2016-09-25--21-45.log,-1.95269474629178
dibstudent06--2016-09-25--21-45.log-12,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.4085039227,-1.1041023034,-0.1105679236,-0.3747885507,-0.1937527142,-0.2287887475,-1.2171544152,-1.1869082721,-0.6175567376,-0.1439595805,-0.1280482712,-1.275846248,-0.3492166184,-1.1503836119,-0.7223219133,0,33,36,dibstudent06--2016-09-25--21-45.log,-1.3596344738419
dibstudent06--2016-09-25--21-45.log-13,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.3987539292,-1.1041023034,-0.1105679236,-0.3238960427,-0.1894380241,-0.2287887475,-1.1744111038,-1.1869082721,-0.6175567376,-0.1444585767,-0.1534457171,-1.275846248,-0.3492166184,-1.1503836119,-0.6732205875,0,33,36,dibstudent06--2016-09-25--21-45.log,-1.3496334676387
dibstudent06--2016-09-25--21-45.log-14,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.3900596869,-1.1041023034,-0.1105679236,-0.3163541772,-0.18064506,-0.2287887475,-1.1316677924,-1.1869082721,-0.6175567376,-0.1439595943,-0.1340952822,-1.275846248,-0.3492166184,-1.1503836119,-0.6241192617,0,33,36,dibstudent06--2016-09-25--21-45.log,-1.34200306724762
dibstudent06--2016-09-25--21-45.log-15,-0.7345136397,-0.3753098313,0.7812754526,-0.488242589,-0.3817100296,-1.0965654434,-1.2843878567,-0.1768296666,-0.1711977602,-0.2271356339,-1.088924481,-1.1869082721,-0.6175567376,-0.1444585767,-0.1340952822,-0.2836421386,0.1428393326,-1.1503836119,-0.5750179359,0,33,36,dibstudent06--2016-09-25--21-45.log,-1.41345989907194
dibstudent06--2016-09-25--21-45.log-16,-0.7345136397,-0.3753098313,1.7719761307,-0.488242589,-0.3762408255,-1.0034863599,-0.1105679236,-0.1662258038,-0.1497067562,-0.2271356339,-1.0461811696,-1.1869082721,-0.6175567376,-0.1444585767,-0.1530425831,-1.275846248,-1.3333285205,-1.1503836119,-0.5259166101,0,33,36,dibstudent06--2016-09-25--21-45.log,-1.82250744112133
dibstudent06--2016-09-25--21-45.log-17,-0.7345136397,-0.3753098313,0.7812754526,-0.488242589,-0.3712622376,-0.4330418622,-1.2843878567,0.8288328388,-0.1273166949,-0.2139107252,-1.0034378582,-1.1869082721,-0.291077698,-0.1444585767,-0.1594927281,-0.2836421386,-0.8412725695,-1.1503836119,-0.4768152843,0,33,36,dibstudent06--2016-09-25--21-45.log,-1.52257744129205
dibstudent06--2016-09-25--21-45.log-18,-0.2634135673,-0.3753098313,0.2859251136,-0.488242589,-0.3836336576,-0.4127776659,-1.2843878567,0.6537107233,-0.0185739422,-0.2106044981,-0.9606945469,-1.1869082721,0.3618803812,-0.1444585767,-0.1530425831,-0.2836421386,-0.8412725695,-1.1503836119,-0.4277139585,0,33,36,dibstudent06--2016-09-25--21-45.log,-1.26481216021935
dibstudent06--2016-09-25--21-45.log-19,-0.4989636035,-0.3753098313,-0.7047755645,-0.488242589,-0.3910448641,-0.4127776659,-1.2843878567,-0.3196424306,0.074975134,-0.2106044981,-0.9179512355,0.9372741394,0.3618803812,-0.1444585767,-0.1530425831,-0.2836421386,-0.8412725695,0.956849521,-0.3786126327,0,33,36,dibstudent06--2016-09-25--21-45.log,-0.809745886280846
dibstudent06--2016-09-25--21-45.log-2,-0.7345136397,-0.3753098313,-0.2094252255,-0.488242589,-0.0332441705,-1.1041023034,-0.1105679236,0.0956126806,-0.8829514926,-0.2271356339,-1.644587529,-1.1869082721,-0.6175567376,-0.1434562838,-0.1340952822,-1.275846248,-1.3333285205,-1.1503836119,-1.2133351713,0,33,36,dibstudent06--2016-09-25--21-45.log,-1.49489922780951
dibstudent06--2016-09-25--21-45.log-20,-0.7345136397,-0.2574998419,-0.2094252255,-0.1304853789,-0.384734287,0.1263202164,-1.2843878567,0.0136024358,0.0840546971,-0.2271356339,-0.8752079241,0.9372741394,-0.6175567376,-0.1444585767,-0.1594927281,-0.2836421386,-0.8412725695,-0.7991780897,-0.3295113069,0,33,36,dibstudent06--2016-09-25--21-45.log,-0.648396395728133
dibstudent06--2016-09-25--21-45.log-21,-0.4989636035,-0.2574998419,0.7812754526,-0.1304853789,-0.3832163716,-0.3987640525,-1.2843878567,-0.3022056377,0.1224144772,0.6721581567,-0.8324646127,-1.1869082721,-0.6175567376,0.1239551195,-0.0462120567,0.7085619708,0.6348952837,-1.1503836119,-0.2804099811,0,33,36,dibstudent06--2016-09-25--21-45.log,-1.07505583138164
dibstudent06--2016-09-25--21-45.log-22,-0.7345136397,-0.2574998419,-0.7047755645,-0.1304853789,-0.3774996255,-0.3987640525,-1.2843878567,-0.3330820348,0.1330264947,0.6721581567,-0.7897213013,0.9372741394,-0.6175567376,-0.1444585767,-0.1534457171,0.7085619708,0.6348952837,0.956849521,-0.2313086553,0,33,36,dibstudent06--2016-09-25--21-45.log,-0.430727393952833
dibstudent06--2016-09-25--21-45.log-23,-0.7345136397,-0.3753098313,3.7533774869,-0.488242589,-0.3715491881,0.2150165388,-1.2843878567,-0.0611072832,0.1415132297,4.107328188,-0.7469779899,-1.1869082721,-0.6175567376,1.0598706959,0.017079991,-0.2836421386,0.6348952837,-1.1503836119,-0.1822073295,0,33,36,dibstudent06--2016-09-25--21-45.log,-3.52094065686423
dibstudent06--2016-09-25--21-45.log-24,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.3694918611,0.5508708255,-1.2843878567,-0.2439975202,0.1731464381,-0.0089246406,-0.7042346785,-1.1869082721,-0.6175567376,-0.0831647865,-0.1215981263,-0.2836421386,-0.3492166184,-1.1503836119,-0.1331060037,0,33,36,dibstudent06--2016-09-25--21-45.log,-1.34452703867163
dibstudent06--2016-09-25--21-45.log-25,-0.7345136397,-0.3753098313,1.2766257917,-0.488242589,-0.3650310114,1.7960327864,-1.2843878567,0.2261925389,0.1890546493,0.1911021033,-0.6614913672,-1.1869082721,-0.6175567376,-0.0285625236,-0.0776565135,-0.2836421386,-0.3492166184,-1.1503836119,-0.0840046779,0,33,36,dibstudent06--2016-09-25--21-45.log,-1.49264687563346
dibstudent06--2016-09-25--21-45.log-26,-0.7345136397,-0.2574998419,1.2766257917,-0.1304853789,-0.3671137974,0.1263202164,-1.2843878567,1.9523294499,0.2455120481,-0.2271356339,-0.6187480558,-1.1869082721,-0.6175567376,-0.1444585767,-0.1530425831,-0.2836421386,-0.8412725695,-1.1503836119,-0.0349033521,0,33,36,dibstudent06--2016-09-25--21-45.log,-1.17710681692148
